Title,Studio,TotalGross,TotalTheaters,OpeningGross,OpeningTheaters,OpeningDate,Director,MainActor,Rating,Genre
X-Men: The Last Stand,Fox,234362462,3714,102750665,3690,5/26/2006,Brett Ratner,Patrick Stewart,6.4,Adventure
XXX,SonR,142109382,3536,44506103,3374,08-09-02,Rob Cohen,Vin Diesel,5.8,Action
XXX: State of the Union,SonR,26873932,3480,12712272,3480,4/29/2005,Lee Tamahori,Ice Cube,4.7,Action
Year One,Sony,43337279,3024,19610304,3022,6/19/2009, Harold Ramis, Jack Black,4.8,Comedy
Yes Man,WB,97690976,3434,18262471,3434,12/19/2008, Peyton Reed, Jim Carrey,6.5,Comedy
Yogi Bear,WB,100246011,3515,16411322,3515,12/17/2010,Eric Brevig, Dan Aykroyd,5.3,Comedy
You Got Served,SGem,40363810,1943,16123105,1933,1/30/2004,Chris Stokes,Omarion,5.2,Drama
Zack and Miri Make a Porno,Wein.,31457946,2735,10065630,2735,10/31/2008, Kevin Smith," 
Seth Rogen",6.1,Comedy
Zero Dark Thirty,Sony,95720716,2946,417150,5,12/19/2012,Kathryn Bigelow,Jessica Chastain,6.9,Thriller
Zodiac,Par.,33080084,2379,13395610,2362,03-02-07, David Fincher,Jake Gyllenhaal,7.4,Crime
Zombieland,Sony,75590286,3171,24733155,3036,10-02-09, Ruben Fleischer," 
Woody Harrelson",7.2,Comedy
Zookeeper,Sony,80360843,3482,20065617,3482,07-08-11,Frank Coraci,Kevin James,5.3,Comedy
Zoolander,Par.,45172250,2522,15525043,2507,9/28/2001,Ben Stiller,Ben Stiller,6.1,Comedy
Zoolander 2,Par.,28848693,3418,13841146,3394,02-12-16,Ben Stiller,Ben Stiller,4.7,Comedy
Zootopia,BV,341268248,3959,75063401,3827,03-04-16,Byron Howard,Ginnifer Goodwin,7.7,Animation
